"positive","@pyuric Enjoy the coffee. We miss you, petite puce (adica Puricel in franceza) "
"positive","@LEGmin http://twitpic.com/4jaz5 - Cool... luv it "
"positive","@shintabubu hey shinta!  i'm headed to bed now, but perhaps tomorrow night - when our hours overlap... "
"positive","@AndyeAndinha I gave him your kiss. Being a flirt of course he liked them "
"positive","Kaze the Knight. Third level, a lamp, a wish. Got fixed SDSM (first thought was about rubber chicken but hey)  #nethack"
"positive","cooked chicken soup for the rainy weather "
"positive","nick is so cute in the tiger costume  ahaha it made my day  "
"positive","@audreythebaby gandang mac un ah! for sure, if its out in the market mas mahal pa sya sa macbook pro. ang cool ng concept! "
"positive","@rosehwang U R &quot;happiness pollinator&quot; 4 shizzle.   Good friend you are.. I am smiling! "
"positive","I am now eating one of those big subway cookies with a glass of warm milk. YUM "
"positive","just had steamed fish w/ oyster sauce "
"positive","@torresk hahaha I didn't even notice the name - LICE "
"positive","@GinoandFran you should see the Morning Rush Forum's shoutbox. Overheat bcoz of campaign! Flying skirts!!! "
"positive","has a face mask on. hehe "
"positive","@Petaah hahaha we just won't tell him will we? "
"positive","@KrisColvin I would advise watching it in the cinema. I am sure the effects are worth it. Unless you have a monster TV at home "
"positive","@gianandrea all bank holidays are on Mondays in the UK... better than Italy where 1st of May could be on a Saturday or Sunday "
"positive","@MurrayMelb A pleasure Murray "
"positive","@JoanLunden  Greetings Joan:  Just wanted to say I STILL MISS waking up to your pleasant personality &amp; face in the a.m.    Hugs, Angel"
"positive","Has had a really good bank hoilday "
"positive","@TaraAlberto i'll be there tom promise! After our volley  when did they start? Wholeday? Or half?"
"positive","@jeffgerstmann You should spray yourself with the non smelling repellant that stinks to high heaven "
"positive","@MissxMarisa Hell unlucky! :O and and it comes out next week here. "
"positive","@Broooooke_ kk's  have fun eating lol, remember shaun loves you haha"
"positive","New Forum Thread - First Typhoon of the Season: Is *NOT* headed to Okinawa.  Made you look. .. http://tinyurl.com/dm4b3q"
"positive","watching JONAS for nick's beautiful voice to put me to sleep "
"positive","is amazed as to how artificial one can be  its just soo itchyyy"
"positive","@Brokenromantic haha malamang as one of my chef. "
"positive","@carolinekan HAHA all because of chocolate? Always knew your heart was in your stomach. Wait till you try the truffles "
"positive","I'm entering a two month study/exam period.  Which is awesome. - See you on the flip side "
"positive","@amtrak747 haha hell ya id love to find some boys to toke with, and thats a very sexy bike "
"positive","@MissShonah  Will certainly do that.  "
"positive","yep... i think i might have just made the decision to go head first...  we may be witnessing a historical moment... real talk"
"positive","@katcal always wanted to see that film never got round to it must get it on DVD tell me if its any good "
"positive","@TferThomas Thank you!  "
"positive","@Gjerninger Are you sure you want to know?  It's http://bit.ly/AUuAC - it makes me want to run. In other news: Happy Star Wars Day! "
"positive","Yooooooo!? What up mates?! "
"positive","@Tigressreow Wow thanks a lot!  I can't believe I didn't think of that. XD"
"positive","@Faz4980 thanks  and ill cross my fingers for you, that the rain will stop "
"positive","@MrMiistro that's good. Im ok aye!!! a little stressed but fine "
"positive","Went to see Wolverine with the husband (who is off work today) - was pretty good "
"positive","@JP5486 heyy its ur bday?!!happy birthday! "
"positive","@clumsy_steph yeah school sucks totally. yea you can be so grateful that you got a better place  man i cant tell you how excited i am hul"
"positive","@SarahWV  worse case scenario i'll take tomorrow am off. are you still up or you just woke up?"
"positive","interesting day. good overall "
"positive","just got Home from school!  it was fun ) oh btw its a music school. "
"positive","@LewisBostock very much so  You know I am coming now on Thursday too right, are there door sales ??"
"positive","@rvailleux : woot please post a pic, I won't recognize you without it "
"positive","@heykt haha who thought that?  "
"positive","@kayles yessss it does! YAY! told you it was awesome "
"positive","@margotrobbie oh that makes sense! Well you are officially my first @reply from a celebrity!! "
"positive","Jason Mraz is still serenading me, while I read &quot;Judicial Supervision of Executive Action in the Commonwealth Caribbean&quot;.  BBL! "
"positive","@Debbas My Mom is a nurse practitioner&amp;spent entire life devoted to the field.  The good ones deserve to be recognized! I'll follow her "
"positive","@OfficalJonasBro just watched it on youtube and its hilarious. i laughed trough it.. seriously guys so funny.. greetings from Germany... "
"positive","@LiesX xD send it! "
"positive","this is a film well worth seeing , talking and singing heads and all ."
"positive","what really surprises about wisegirls is its low-key quality and genuine tenderness ."
"positive","( wendigo is ) why we go to the cinema : to be fed through the eye , the heart , the mind ."
"positive","one of the greatest family-oriented , fantasy-adventure movies ever ."
"positive","ultimately , it ponders the reasons we need stories so much ."
"positive","an utterly compelling 'who wrote it' in which the reputation of the most famous author who ever lived comes into question ."
"positive","illuminating if overly talky documentary ."
"positive","a masterpiece four years in the making ."
"positive","the movie's ripe , enrapturing beauty will tempt those willing to probe its inscrutable mysteries ."
"positive","offers a breath of the fresh air of true sophistication ."
"positive","a thoughtful , provocative , insistently humanizing film ."
"positive","with a cast that includes some of the top actors working in independent film , lovely & amazing involves us because it is so incisive , so bleakly amusing about how we go about our lives ."
"positive","a disturbing and frighteningly evocative assembly of imagery and hypnotic music composed by philip glass ."
"positive","not for everyone , but for those with whom it will connect , it's a nice departure from standard moviegoing fare ."
"positive","scores a few points for doing what it does with a dedicated and good-hearted professionalism ."
"positive","occasionally melodramatic , it's also extremely effective ."
"positive","spiderman rocks"
"positive","an idealistic love story that brings out the latent 15-year-old romantic in everyone ."
"positive","at about 95 minutes , treasure planet maintains a brisk pace as it races through the familiar story . however , it lacks grandeur and that epic quality often associated with stevenson's tale as well as with earlier disney efforts ."
"positive","it helps that lil bow wow . . . tones down his pint-sized gangsta act to play someone who resembles a real kid ."
"positive","guaranteed to move anyone who ever shook , rattled , or rolled ."
"positive","a masterful film from a master filmmaker , unique in its deceptive grimness , compelling in its fatalist worldview ."
"positive","light , cute and forgettable ."
"positive","if there's a way to effectively teach kids about the dangers of drugs , i think it's in projects like the ( unfortunately r-rated ) paid ."
"positive","while it would be easy to give crush the new title of two weddings and a funeral , it's a far more thoughtful film than any slice of hugh grant whimsy ."
"positive","though everything might be literate and smart , it never took off and always seemed static ."
"positive","cantet perfectly captures the hotel lobbies , two-lane highways , and roadside cafes that permeate vincent's days"
"positive","ms . fulford-wierzbicki is almost spooky in her sulky , calculating lolita turn ."
"positive","though it is by no means his best work , laissez-passer is a distinguished and distinctive effort by a bona-fide master , a fascinating film replete with rewards to be had by all willing to make the effort to reap them ."
"positive","like most bond outings in recent years , some of the stunts are so outlandish that they border on being cartoonlike . a heavy reliance on cgi technology is beginning to creep into the series ."
"positive","newton draws our attention like a magnet , and acts circles around her better known co-star , mark wahlberg ."
"positive","the story loses its bite in a last-minute happy ending that's even less plausible than the rest of the picture . much of the way , though , this is a refreshingly novel ride ."
"positive","fuller would surely have called this gutsy and at times exhilarating movie a great yarn ."
"positive","'compleja e intelectualmente retadora , el ladr�n de orqu�deas es uno de esos filmes que vale la pena ver precisamente por su originalidad . '"
"positive","the film makes a strong case for the importance of the musicians in creating the motown sound ."
"positive","karmen moves like rhythm itself , her lips chanting to the beat , her long , braided hair doing little to wipe away the jeweled beads of sweat ."
"positive","gosling provides an amazing performance that dwarfs everything else in the film ."
"positive","a real movie , about real people , that gives us a rare glimpse into a culture most of us don't know ."
"positive","tender yet lacerating and darkly funny fable ."
"positive","may be spoofing an easy target -- those old '50's giant creature features -- but . . . it acknowledges and celebrates their cheesiness as the reason why people get a kick out of watching them today ."
"positive","an engaging overview of johnson's eccentric career ."
"positive","in its ragged , cheap and unassuming way , the movie works ."
"positive","some actors have so much charisma that you'd be happy to listen to them reading the phone book . hugh grant and sandra bullock are two such likeable actors ."
"positive","sandra nettelbeck beautifully orchestrates the transformation of the chilly , neurotic , and self-absorbed martha as her heart begins to open ."
"positive","behind the snow games and lovable siberian huskies ( plus one sheep dog ) , the picture hosts a parka-wrapped dose of heart ."
"positive","everytime you think undercover brother has run out of steam , it finds a new way to surprise and amuse ."
"positive","manages to be original , even though it rips off many of its ideas ."
"positive","singer/composer bryan adams contributes a slew of songs � a few potential hits , a few more simply intrusive to the story � but the whole package certainly captures the intended , er , spirit of the piece ."
"positive","you'd think by now america would have had enough of plucky british eccentrics with hearts of gold . yet the act is still charming here ."
"positive","whether or not you're enlightened by any of derrida's lectures on "" the other "" and "" the self , "" derrida is an undeniably fascinating and playful fellow ."
"positive","a pleasant enough movie , held together by skilled ensemble actors ."
"positive","this is the best american movie about troubled teens since 1998's whatever ."
"positive","disney has always been hit-or-miss when bringing beloved kids' books to the screen . . . tuck everlasting is a little of both ."
"positive","just the labour involved in creating the layered richness of the imagery in this chiaroscuro of madness and light is astonishing ."
"positive","the animated subplot keenly depicts the inner struggles of our adolescent heroes - insecure , uncontrolled , and intense ."
"positive","the invincible werner herzog is alive and well and living in la"
"positive","morton is a great actress portraying a complex character , but morvern callar grows less compelling the farther it meanders from its shocking start ."
"positive","part of the charm of satin rouge is that it avoids the obvious with humour and lightness ."
"positive","son of the bride may be a good half-hour too long but comes replete with a flattering sense of mystery and quietness ."
"positive","a simmering psychological drama in which the bursts of sudden violence are all the more startling for the slow buildup that has preceded them ."
"positive","a taut , intelligent psychological drama ."
"positive","a compelling coming-of-age drama about the arduous journey of a sensitive young girl through a series of foster homes and a fierce struggle to pull free from her dangerous and domineering mother's hold over her ."
"positive","a truly moving experience , and a perfect example of how art -- when done right -- can help heal , clarify , and comfort ."
"positive","this delicately observed story , deeply felt and masterfully stylized , is a triumph for its maverick director ."
"positive","at heart the movie is a deftly wrought suspense yarn whose richer shadings work as coloring rather than substance ."
"positive","the appearance of treebeard and gollum's expanded role will either have you loving what you're seeing , or rolling your eyes . i loved it ! gollum's 'performance' is incredible !"
"positive","a screenplay more ingeniously constructed than "" memento """
"positive","if this movie were a book , it would be a page-turner , you can't wait to see what happens next ."
"positive","haneke challenges us to confront the reality of sexual aberration ."
"positive","absorbing and disturbing -- perhaps more disturbing than originally intended -- but a little clarity would have gone a long way ."
"positive","it's the best film of the year so far , the benchmark against which all other best picture contenders should be measured ."
"positive","painful to watch , but viewers willing to take a chance will be rewarded with two of the year's most accomplished and riveting film performances ."
"positive","this is a startling film that gives you a fascinating , albeit depressing view of iranian rural life close to the iraqi border ."
"positive","an imaginative comedy/thriller ."
"positive","a few artsy flourishes aside , narc is as gritty as a movie gets these days ."
"positive","while the isle is both preposterous and thoroughly misogynistic , its vistas are incredibly beautiful to look at ."
"positive","together , tok and o orchestrate a buoyant , darkly funny dance of death . in the process , they demonstrate that there's still a lot of life in hong kong cinema ."
"positive","director kapur is a filmmaker with a real flair for epic landscapes and adventure , and this is a better film than his earlier english-language movie , the overpraised elizabeth ."
"positive","the movie is a blast of educational energy , as bouncy animation and catchy songs escort you through the entire 85 minutes ."
"positive","a sports movie with action that's exciting on the field and a story you care about off it ."
"positive","doug liman , the director of bourne , directs the traffic well , gets a nice wintry look from his locations , absorbs us with the movie's spycraft and uses damon's ability to be focused and sincere ."
"positive","the tenderness of the piece is still intact ."
"positive","katz uses archival footage , horrifying documents of lynchings , still photographs and charming old reel-to-reel recordings of meeropol entertaining his children to create his song history , but most powerful of all is the song itself"
"positive","like the film's almost anthropologically detailed realization of early-'80s suburbia , it's significant without being overstated ."
"positive","while mcfarlane's animation lifts the film firmly above the level of other coming-of-age films . . . it's also so jarring that it's hard to get back into the boys' story ."
"positive","if nothing else , this movie introduces a promising , unusual kind of psychological horror ."
"positive","in a normal screen process , these bromides would be barely enough to sustain an interstitial program on the discovery channel . but in imax 3-d , the clich�s disappear into the vertiginous perspectives opened up by the photography ."
"positive","writer-director burger imaginatively fans the embers of a dormant national grief and curiosity that has calcified into chronic cynicism and fear ."
"positive",". . . a roller-coaster ride of a movie"
"positive","i enjoyed time of favor while i was watching it , but i was surprised at how quickly it faded from my memory ."
"positive","chicago is sophisticated , brash , sardonic , completely joyful in its execution ."
"positive","steve irwin's method is ernest hemmingway at accelerated speed and volume ."
"positive","a refreshing korean film about five female high school friends who face an uphill battle when they try to take their relationships into deeper waters ."
"positive","on the surface , it's a lovers-on-the-run crime flick , but it has a lot in common with piesiewicz's and kieslowski's earlier work , films like the double life of veronique ."
"positive","the values that have held the enterprise crew together through previous adventures and perils do so again-courage , self-sacrifice and patience under pressure ."
"positive","if it's possible for a sequel to outshine the original , then sl2 does just that ."
"positive","a romantic comedy that operates by the rules of its own self-contained universe ."
"positive","4 friends , 2 couples , 2000 miles , and all the pabst blue ribbon beer they can drink - it's the ultimate redneck road-trip ."
"positive","the film is often filled with a sense of pure wonderment and excitement not often seen in today's cinema du sarcasm"
"positive","it might be tempting to regard mr . andrew and his collaborators as oddballs , but mr . earnhart's quizzical , charming movie allows us to see them , finally , as artists ."
"positive","a feel-good picture in the best sense of the term ."
"positive","edited and shot with a syncopated style mimicking the work of his subjects , pray turns the idea of the documentary on its head , making it rousing , invigorating fun lacking any mtv puffery ."
"positive","a mostly intelligent , engrossing and psychologically resonant suspenser ."
"positive","it's this memory-as-identity obviation that gives secret life its intermittent unease , reaffirming that long-held illusions are indeed reality , and that erasing them recasts the self ."
"positive","hip-hop has a history , and it's a metaphor for this love story ."
"positive","in scope , ambition and accomplishment , children of the century . . . takes kurys' career to a whole new level ."
"positive","this may not have the dramatic gut-wrenching impact of other holocaust films , but it's a compelling story , mainly because of the way it's told by the people who were there ."
"positive","between the drama of cube ? s personal revelations regarding what the shop means in the big picture , iconic characters gambol fluidly through the story , with charming results ."
"positive","a gentle , compassionate drama about grief and healing ."
"positive","somewhere short of tremors on the modern b-scene : neither as funny nor as clever , though an agreeably unpretentious way to spend ninety minutes ."
"positive","digital-video documentary about stand-up comedians is a great glimpse into a very different world ."
"positive","unlike most teen flicks , swimming takes its time to tell its story , casts mostly little-known performers in key roles , and introduces some intriguing ambiguity ."
"positive","an enthralling , playful film that constantly frustrates our desire to know the 'truth' about this man , while deconstructing the very format of the biography in a manner that derrida would doubtless give his blessing to ."
"positive",""" extreme ops "" exceeds expectations . good fun , good action , good acting , good dialogue , good pace , good cinematography ."
"positive","you should pay nine bucks for this : because you can hear about suffering afghan refugees on the news and still be unaffected . dramas like this make it human ."
"positive","a thunderous ride at first , quiet cadences of pure finesse are few and far between ; their shortage dilutes the potency of otherwise respectable action . still , this flick is fun , and host to some truly excellent sequences ."
"positive","it's obviously struck a responsive chord with many south koreans , and should work its magic in other parts of the world ."
"positive","run , don't walk , to see this barbed and bracing comedy on the big screen ."
"positive","a classy item by a legend who may have nothing left to prove but still has the chops and drive to show how its done ."
"positive","it is nature against progress . in fessenden's horror trilogy , this theme has proved important to him and is especially so in the finale ."
"positive","it's not exactly a gourmet meal but the fare is fair , even coming from the drive-thru ."
"positive","this is what imax was made for : strap on a pair of 3-d goggles , shut out the real world , and take a vicarious voyage to the last frontier -- space ."
"positive","merely as a technical , logistical feat , russian ark marks a cinematic milestone ."
"positive","[schweiger is] talented and terribly charismatic , qualities essential to both movie stars and social anarchists ."
"positive","it's a great deal of sizzle and very little steak . but what spectacular sizzle it is ! . . . in this incarnation its fizz is infectious ."
"positive","an original gem about an obsession with time ."
"positive","it will delight newcomers to the story and those who know it from bygone days ."
"positive","gloriously goofy ( and gory ) midnight movie stuff ."
"positive","the film overcomes the regular minefield of coming-of-age cliches with potent doses of honesty and sensitivity ."
"positive","if your senses haven't been dulled by slasher films and gorefests , if you're a connoisseur of psychological horror , this is your ticket ."
"positive","it's a minor comedy that tries to balance sweetness with coarseness , while it paints a sad picture of the singles scene ."
"positive","it is intensely personal and yet -- unlike quills -- deftly shows us the temper of the times ."
"positive","as lo-fi as the special effects are , the folks who cobbled nemesis together indulge the force of humanity over hardware in a way that george lucas has long forgotten ."
"positive","like mike doesn't win any points for originality . it does succeed by following a feel-good formula with a winning style , and by offering its target audience of urban kids some welcome role models and optimism ."
"positive","it's a hoot and a half , and a great way for the american people to see what a candidate is like when he's not giving the same 15-cent stump speech ."
"positive","far from perfect , but its heart is in the right place . . . innocent and well-meaning ."
"positive","a sad , superior human comedy played out on the back roads of life ."
"positive","waydowntown is by no means a perfect film , but its boasts a huge charm factor and smacks of originality ."
"positive","tim allen is great in his role but never hogs the scenes from his fellow cast , as there are plenty of laughs and good lines for everyone in this comedy ."
"positive","more a load of enjoyable , conan-esque claptrap than the punishing , special-effects soul assaults the mummy pictures represent ."
"positive","enormously likable , partly because it is aware of its own grasp of the absurd ."
"positive","here's a british flick gleefully unconcerned with plausibility , yet just as determined to entertain you ."
"positive","it's an old story , but a lively script , sharp acting and partially animated interludes make just a kiss seem minty fresh ."
"positive","must be seen to be believed ."
"positive","ray liotta and jason patric do some of their best work in their underwritten roles , but don't be fooled : nobody deserves any prizes here ."
"positive","everything that has to do with yvan and charlotte , and everything that has to do with yvan's rambunctious , jewish sister and her non-jew husband , feels funny and true ."
"positive","sweet home alabama "" is what it is � a nice , harmless date film . . ."
"positive","the year's happiest surprise , a movie that deals with a real subject in an always surprising way ."
"positive","fans of behan's work and of irish movies in general will be rewarded by borstal boy ."
"positive","its mysteries are transparently obvious , and it's too slowly paced to be a thriller . [but it's] worth recommending because of two marvelous performances by michael caine and brendan fraser ."
"positive","the film is faithful to what one presumes are the book's twin premises -- that we become who we are on the backs of our parents , but we have no idea who they were at our age ; and that time is a fleeting and precious commodity no matter how old you are ."
"positive","stephen earnhart's homespun documentary mule skinner blues has nothing but love for its posse of trailer park denizens ."
"positive","a solidly seaworthy chiller ."
"positive","if you can get past the fantastical aspects and harsh realities of "" the isle "" you'll get a sock-you-in-the-eye flick that is a visual tour-de-force and a story that is unlike any you will likely see anywhere else ."
"positive","there are as many misses as hits , but ultimately , it finds humor in the foibles of human behavior , and it's a welcome return to the roots of a genre that should depend on surprises ."
"positive","a well-made thriller with a certain level of intelligence and non-reactionary morality ."
"positive","there's enough science to make it count as educational , and enough beauty to make it unforgettable ."
"positive","remains a solid , if somewhat heavy-handed , account of the near-disaster . . . done up by howard with a steady , if not very imaginative , hand ."
"positive","makmalbaf follows a resolutely realistic path in this uncompromising insight into the harsh existence of the kurdish refugees of iran's borderlands ."
"positive","for a good chunk of its running time , trapped is an effective and claustrophobic thriller ."
"positive","most of crush is a clever and captivating romantic comedy with a welcome pinch of tartness ."
"positive","nair does capture the complexity of a big family and its trials and tribulations . . ."
"positive","the seaside splendor and shallow , beautiful people are nice to look at while you wait for the story to get going ."
"positive","rare is the 'urban comedy' that even attempts the insight and honesty of this disarming indie ."
"positive","ranks among willams' best screen work ."
"positive","engagingly captures the maddening and magnetic ebb and flow of friendship ."
"positive","an experience so engrossing it is like being buried in a new environment ."
"positive","it's traditional moviemaking all the way , but it's done with a lot of careful period attention as well as some very welcome wit ."
"positive","thoroughly enjoyable ."
"positive","maybe it's just because this past year has seen the release of some of the worst film comedies in decades . . . but honestly , analyze that really isn't all that bad ."
"positive","a droll , well-acted , character-driven comedy with unexpected deposits of feeling ."
"positive","this is simply the most fun you'll ever have with a documentary !"
"positive","a very funny movie ."
"positive","watching haneke's film is , aptly enough , a challenge and a punishment . but watching huppert , a great actress tearing into a landmark role , is riveting ."
"positive","a cop story that understands the medium amazingly well ."
"positive","one of the best , most understated performances of [jack nicholson's] career ."
"positive","britney has been delivered to the big screen safe and sound , the way we like our 20-year-old superstar girls to travel on the fame freeway ."
"positive","those outside show business will enjoy a close look at people they don't really want to know ."
"positive","the kind of nervous film that will either give you a mild headache or exhilarate you ."
"positive","watching beanie and his gang put together his slasher video from spare parts and borrowed materials is as much fun as it must have been for them to make it ."
"positive","children may not understand everything that happens -- i'm not sure even miyazaki himself does -- but they will almost certainly be fascinated , and undoubtedly delighted ."
"positive","a fascinating and fun film ."
"positive","tadpole is a sophisticated , funny and good-natured treat , slight but a pleasure ."
"positive","this insightful , oscar-nominated documentary , in which children on both sides of the ever-escalating conflict have their say away from watchful parental eyes , gives peace yet another chance ."
"positive","i admired this work a lot ."
"positive","whether you're moved and love it , or bored or frustrated by the film , you'll still feel something ."
"positive",". . . there are enough moments of heartbreaking honesty to keep one glued to the screen ."
"positive","my goodness , queen latifah has a lot to offer and she seemed to have no problem flaunting her natural gifts . she must have a very strong back ."
"positive","a smart , sweet and playful romantic comedy ."
"positive","australian actor/director john polson and award-winning english cinematographer giles nuttgens make a terrific effort at disguising the obvious with energy and innovation ."
"positive","without heavy-handedness , dong provides perspective with his intelligent grasp of human foibles and contradictions ."
"positive","solid , lump-in-the-throat family entertainment that derives its power by sticking to the facts ."
"positive","as an entertainment , the movie keeps you diverted and best of all , it lightens your wallet without leaving a sting ."
"positive","it is interesting and fun to see goodall and her chimpanzees on the bigger-than-life screen ."
"positive","it won't bust your gut -- and it's not intended to -- it's merely a blandly cinematic surgical examination of what makes a joke a joke ."
"positive","a somewhat crudely constructed but gripping , questing look at a person so racked with self-loathing , he becomes an enemy to his own race ."
"positive","it extends the writings of jean genet and john rechy , the films of fassbinder , perhaps even the nocturnal works of goya ."
"positive","narc may not get an 'a' for originality , but it wears its b-movie heritage like a badge of honor ."
"positive","with the film's striking ending , one realizes that we have a long way to go before we fully understand all the sexual permutations involved ."
"positive","[drumline] is entertaining for what it does , and admirable for what it doesn't do ."
"positive","at its best early on as it plays the culture clashes between the brothers ."
"positive","[a] rare , beautiful film ."
"positive","an unabashedly schmaltzy and thoroughly enjoyable true story ."
"positive","a thoughtful look at a painful incident that made headlines in 1995 ."
"positive","you walk out of the good girl with mixed emotions � disapproval of justine combined with a tinge of understanding for her actions ."
"positive","tsai ming-liang has taken his trademark style and refined it to a crystalline point ."
"positive","purely propaganda , a work of unabashed hero worship , it is nonetheless -- and likely inadvertently -- a timely and invaluable implicit reminder of the role that u . s . foreign policy has played in the rise of castro ."
"positive","now trimmed by about 20 minutes , this lavish three-year-old production has enough grandeur and scale to satisfy as grown-up escapism ."
"positive","we get some truly unique character studies and a cross-section of americana that hollywood couldn't possibly fictionalize and be believed ."
"positive","though this film can be clumsy , its ambitions are equally -- and admirably -- uncommercial ."
"positive","daring , mesmerizing and exceedingly hard to forget ."
"positive","the dangerous lives of altar boys' take on adolescence feels painfully true ."
"positive","moore's performance impresses almost as much as her work with haynes in 1995's safe ."
"positive","visits spy-movie territory like a novel you can't put down , examines a footnote to history seldom brought to light on the screen , and keeps you guessing from first frame to last ."
"positive","an absorbing , slice-of-depression life that touches nerves and rings true ."
"positive","mr . parker has brilliantly updated his source and grasped its essence , composing a sorrowful and hilarious tone poem about alienated labor , or an absurdist workplace sitcom ."
"positive","the result is something quite fresh and delightful ."
"positive","all but the most persnickety preteens should enjoy this nonthreatening but thrilling adventure ."
"positive","despite its many infuriating flaws -- not the least of which is amy's self-absorbed personality -- amy's o's honesty will win you over ."
"positive","this is one of polanski's best films ."
"positive","day is not a great bond movie , but it is a good bond movie , which still makes it much better than your typical bond knock-offs ."
"positive","polished korean political-action film is just as good -- and bad -- as hollywood action epics . is this progress ?"
"positive","elling , portrayed with quiet fastidiousness by per christian ellefsen , is a truly singular character , one whose frailties are only slightly magnified versions of the ones that vex nearly everyone ."
"positive","denis and co-writer michele petin's impeccable screenplay penetrates with a rawness that that is both unflinching and tantalizing . lead provocatuers testud and parmentier give superlative performances"
"positive","an absorbing trip into the minds and motivations of people under stress as well as a keen , unsentimental look at variations on the theme of motherhood ."
"positive","i admired it , particularly that unexpected downer of an ending ."
"positive","the passions aroused by the discord between old and new cultures are set against the strange , stark beauty of the mideast desert , so lovingly and perceptively filmed that you can almost taste the desiccated air ."
"positive","remarkably accessible and affecting ."
"positive","never mind whether you buy the stuff about barris being a cia hit man . the kooky yet shadowy vision clooney sustains throughout is daring , inventive and impressive ."
"positive","a triumph of art direction over narrative , but what art direction !"
